osm_id,name,category,lat,lon,city,country,address,phone,website,opening_hours,wifi,wheelchair,operator,brand,quality,cost_tier,timezone,visa,osm_url
2726968424,Yim Huai Khwang Hostel,hostel,13.778482,100.5749978,Bangkok,Thailand,ถนนประชาราษฎร์บำเพ็ญ,+66 2 1186038,http://www.yimhuaikhwang.com,,,yes,Yim Huai Khwang,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/2726968424
2893548580,Siam Journey Guesthouse,hostel,13.755314,100.531298,Bangkok,Thailand,ซอยน้อมจิตต์,+66 2 162 0620,http://www.siamjourneyguesthouse.com/,,,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/2893548580
2938354801,Bed Bangkok Hostel,hostel,13.7442165,100.5509582,Bangkok,Thailand,Sukhumvit Road Soi 1,,http://www.bedbangkok.com,,,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/2938354801
2995448632,H2 Hostel,hostel,13.7136777,100.5268223,Bangkok,Thailand,,,https://www.h2bkk.com/,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/2995448632
3150130029,Born Free Hostel,hostel,13.7617611,100.4979867,Bangkok,Thailand,Chakrapong Road,,,,,,Born Free,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3150130029
3150130035,Born Free Hostel,hostel,13.7643609,100.4999041,Bangkok,Thailand,Samsen Soi 6,,https://www.bornfreeadventures.com/,,,,Born Free,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3150130035
3272167257,Bed Station Hostel,hostel,13.7532575,100.5311223,Bangkok,Thailand,Soi Phetchaburi16,,,,yes,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3272167257
3289087961,Narry Inn,guesthouse,13.7404772,100.5567651,Bangkok,Thailand,,+66 22549185,,,,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3289087961
3323058261,The city @ Fifty,hostel,13.7064806,100.5923303,Bangkok,Thailand,,006627428066,,,wlan,no,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3323058261
3593895307,Ma:D Social Entepreneurs Hub,coworking,13.72458,100.5873074,Bangkok,Thailand,,+668-9333-3248,http://www.madeehub.com,,,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3593895307
3706275349,Resort Bang Phlat,guesthouse,13.7900649,100.5028076,Bangkok,Thailand,,,http://www.resortbangphlat.com,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3706275349
3706287896,Marina House,apartment,13.7878235,100.5049858,Bangkok,Thailand,,,http://marinahouse.bangpladliving.com/,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3706287896
3877687708,China Mansion,guesthouse,13.7350074,100.5603703,Bangkok,Thailand,,+6622294300,,,,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3877687708
3877687712,The Connex Asoke Hotel,guesthouse,13.7356833,100.5608524,Bangkok,Thailand,ถนนราชพฤกษ์,+66 2 229 4405,http://www.theconnexasoke.com/,,wlan,,,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3877687712
3878917073,Granny Bike.bed,guesthouse,13.7497024,100.4983832,Bangkok,Thailand,,,,,wlan,,Neemo and Parn,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3878917073
3965355804,Udee Bangkok,hostel,13.7928814,100.5455479,Bangkok,Thailand,ประดิพัทธิ์ 19,+66 2279 2595,http://www.udeebangkok.com/,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/3965355804
4021629634,@Hua Lamphong Hostel,hostel,13.7372756,100.5168899,Bangkok,Thailand,Rama 4 Rd,+66 2 639 1925,http://www.at-hualamphong.com,,,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4021629634
4052460126,In A Box,hostel,13.7558817,100.5337246,Bangkok,Thailand,"Soi Kolit, Phayathai Road",,https://in-a-box-hostel.bangkokthaihotels.com/en/,,,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4052460126
4069626952,Viman,guesthouse,13.7634674,100.4977952,Bangkok,Thailand,,,http://vimanguesthouse.com/,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4069626952
4107052789,Blissotel Ratchada,hostel,13.7622381,100.5648773,Bangkok,Thailand,Ratchadapsiek Soi 3,02 641 1694,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4107052789
4148645289,Here Hostel,hostel,13.7556608,100.5035135,Bangkok,Thailand,,+66909877438,https://www.herehostel.com/,Mo-Su 07:00-21:00,wlan,,,,8,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4148645289
4150097290,DD home,guesthouse,13.7561826,100.5357264,Bangkok,Thailand,Phetchaburi 11,+6622501960,,,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4150097290
4158926989,Miggy Guest House,guesthouse,13.7207489,100.5464188,Bangkok,Thailand,ซอยศรีบําเพ็ญ,0950615619,,24/7,wlan,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4158926989
4170730489,ศุภราช อพาทต์เมนต์,guesthouse,13.7858982,100.5514436,Bangkok,Thailand,Inthamara 4,026166601,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4170730489
4173892089,Flapping Duck Guest House,guesthouse,13.7645916,100.4960681,Bangkok,Thailand,Samsen Soi 1,,www.flappingduckguesthouse.com,,wlan,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4173892089
4181473477,Bangkok Story,hostel,13.7359782,100.5126385,Bangkok,Thailand,,,https://www.facebook.com/BangkokStoryHostel/,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4181473477
4188359992,Laksameenarai Guesthouse,guesthouse,13.7586919,100.495822,Bangkok,Thailand,Trok Mayom,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4188359992
4193443889,Bonita House,guesthouse,13.7651137,100.4976672,Bangkok,Thailand,ซอยสามเสน 3,+6626292095,,,wlan,no,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4193443889
4196949697,The Oasis Hostel Bangkok,hostel,13.7626507,100.5012908,Bangkok,Thailand,Samsen Soi 2,+66 97 006 3099,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4196949697
4220793491,Warm White Hostel,hostel,13.7617043,100.4975686,Bangkok,Thailand,,020408684,,,wlan,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4220793491
4226198391,JC House,hostel,13.7624268,100.5038659,Bangkok,Thailand,ถนนประชาธิปไตย,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4226198391
4232974189,Fun Wan Hostel Bangkok,hostel,13.7434006,100.5560552,Bangkok,Thailand,ถนนสุขุมวิท ซอย 11,,,,wlan,,Fun Wan Hostel Bangkok,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4232974189
4235434813,Kama,guesthouse,13.7028232,100.5137591,Bangkok,Thailand,,+66600024103,www.kamabangkok.com,Mo-Su 08:00-23:00,wlan,,,,8,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4235434813
4275543293,HI Mid Bangkok,hostel,13.7643275,100.54067,Bangkok,Thailand,ถนนราชวิถี,026445744,Facebook.com/Midbangkok,24/7,wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4275543293
4316590300,Baanbangkok,hostel,13.7634803,100.5001495,Bangkok,Thailand,Samsen Soi 4,020458100,facebook.com/baanboran,"Mo-Su 07:00-11:15, 19:45-00:00",wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4316590300
4325275091,สุขเหมือน แมนชั่น,hostel,13.8367921,100.7185609,Bangkok,Thailand,ถนนหทัยราษฎร์,0945647776,http://www.facebook.com/sukmuanmansion,Mo-Su 08:00-18:00,wlan,,สุขเหมือน,,10,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4325275091
4329284690,New Siam Palace Ville,guesthouse,13.7599606,100.4930821,Bangkok,Thailand,โรงไหม,+6622824142,https://www.newsiampalaceville.com/,,,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4329284690
4340816890,The Overstay,hostel,13.7755515,100.4840855,Bangkok,Thailand,ถนนจรัญสนิทวงศ์,02 883 4836,https://www.theoverstay.com/,24/7,wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4340816890
4345171289,81แมนชั่น,hostel,13.7091587,100.6050613,Bangkok,Thailand,ซอย สุขุมวิท77,,,24/7,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4345171289
4356305293,โรงแรมวิลล่า ชาช่า,guesthouse,13.7604992,100.497404,Bangkok,Thailand,ตานี,66 (0) 22801025-7,https://www.villachacha.com/,24/7,wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4356305293
4358995490,ST Mansion,hostel,13.767534,100.5489225,Bangkok,Thailand,ซอยรวมมิตร,021169557,,Mo-Su 08:00-18:00,,,0615678554,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4358995490
4414403190,W18 Hostel,hostel,13.7268865,100.5331596,Bangkok,Thailand,ถนนคอนแวนต์,022335688,http://www.w18hostel.com,24/7,wlan,,Long Mao,,10,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4414403190
4460699218,Home16 Hostel 16 Sukhumvit,hostel,13.7296662,100.5603924,Bangkok,Thailand,ซอยสุขุมวิท 16,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4460699218
4469095586,August Residence,guesthouse,13.7392997,100.5664234,Bangkok,Thailand,,+6622588614,http://www.augustresidence.com/,,,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4469095586
4475356247,Yadoya,guesthouse,13.7256108,100.5793832,Bangkok,Thailand,,+6623919098,,,,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4475356247
4505520290,Unitato Hostel,hostel,13.7760589,100.5453051,Bangkok,Thailand,พหลโยธิน ซอย 2,0925966105,http://Facebook.com,24/7,wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4505520290
4535608279,Pailin Guest House,guesthouse,13.7632013,100.4983164,Bangkok,Thailand,Samsen Road,+66615615465,,,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4535608279
4577342177,SidaRe - Bed&Breakfast,guesthouse,13.7875327,100.5754149,Bangkok,Thailand,,+66 2 277 2876,,,,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4577342177
4593136478,Honey Place guesthouse,guesthouse,13.7592413,100.4996052,Bangkok,Thailand,,02 6293078,,,wlan,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4593136478
4602981845,74Mansion,guesthouse,13.7482892,100.5269243,Bangkok,Thailand,,+66 853 187 722,http://74mansion.com/,,no,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4602981845
4605890267,Loftel station hostel,hostel,13.7366173,100.5186255,Bangkok,Thailand,Trok La-o Rama,+66 83 017 0234,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4605890267
4605902933,Banthat Thong Hostel,hostel,13.7385596,100.5214896,Bangkok,Thailand,18Banthat thong Road Soi Soontornpimon,+66 63 824 9979,http://www.banthatthonghostel.com/,,,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4605902933
4627631573,OYO Plai and Herbs Suvarnabhumi,guesthouse,13.7093576,100.7346274,Bangkok,Thailand,,+66 2 181 2255,https://www.plaigarden.com/,,wlan,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4627631573
4739296321,Chaiwat Guesthouse,guesthouse,13.744012,100.4923154,Bangkok,Thailand,Maha Rat Rd,087 014 4433,,,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4739296321
4745106721,Tavee Guesthouse,guesthouse,13.7721022,100.503729,Bangkok,Thailand,ถนนศรีอยุธยา,+662 2801447,http://www.facebook.com/taveeguesthouse,24/7,wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4745106721
4798638825,The Mixx Hostel,hostel,13.7596396,100.4974742,Bangkok,Thailand,รามบุตรี,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4798638825
4801119921,ดูดี 105 โฮสเทล แอนด์ คาเฟ่,hostel,13.6604431,100.6121066,Bangkok,Thailand,,097-276-8190,http://www.dodee105.com,Mo-Su 08:00-20:00,wlan,,,,8,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4801119921
4992193123,The Train Guesthouse,guesthouse,13.7398228,100.5174046,Bangkok,Thailand,,+66 84 542 1946,https://www.traveloka.com/en-th/hotel/thailand/train-guesthouse-1000000477004?spec=11-12-2017.12-12-2017.1.1.HOTEL.1000000477004.Train%20Guesthouse.1&prevSearchId=1586375005651884686,,wlan,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/4992193123
5055873521,แอสเซมบลี้ โฮสเทล,hostel,13.7072355,100.5090827,Bangkok,Thailand,Soi Charoen Krung 81,+66986244446,http://www.facebook.com/assemblyhostel,Mo-Su 08:30-22:00,wlan,,Elf,,10,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5055873521
5168275321,The Oasis Hostel Chinatown,hostel,13.7414718,100.5148543,Bangkok,Thailand,ตรอกพันธจิตต์ 1,+66 (0) 21016493,https://www.theoasishostel.com/,Mo-Su 07:00-23:00,wlan,,"Somvadee Sroiphet, Peter Laird, Lasse Mortensen",,10,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5168275321
5185762861,D.DonMuang Hostel,hostel,13.9234231,100.6008673,Bangkok,Thailand,,+66 2 929 8915,,,wlan,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5185762861
5185990331,Add Home Hostel,hostel,13.9236805,100.6012978,Bangkok,Thailand,,+66 2 929 9607,,,,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5185990331
5213858622,Revolution Hostels,hostel,13.7385599,100.5653941,Bangkok,Thailand,Sukhumvit 23,,https://www.revolutionhostels.com/,Mo-Su 07:00-00:00,wlan,,Henrik Voigt,,8,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5213858622
5224592122,Mali Home Hostel,hostel,13.7537785,100.5304936,Bangkok,Thailand,ถนนเพชรบุรี,,https://booking.com/,,wlan,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5224592122
5273088724,หอพักรักชัย,apartment,13.5638297,100.3036727,Bangkok,Thailand,ถนนเอกชัย,,,,wlan,,RuxChai Group,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5273088724
5323667925,ธนภัทร แมนชั่น,apartment,13.7884072,100.4613308,Bangkok,Thailand,ถนนชัยพฤกษ์,02 8867310 2,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5323667925
5330877721,The Rooftop Residence,hostel,13.74486,100.5137994,Bangkok,Thailand,,,,24/7,wlan,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5330877721
5402906822,Greenery Hostel,hostel,13.7568039,100.5267984,Bangkok,Thailand,,,,24/7,wlan,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5402906822
5434554318,Maderla Guesthouse and Thai restaurant,guesthouse,13.7208698,100.547152,Bangkok,Thailand,"Soi Si Bamphen, Sathorn",02 287 1658,http://www.mader.la/,,wlan,,,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5434554318
5455401623,Suan Parichat,apartment,13.7812768,100.5138308,Bangkok,Thailand,ถนนนครราชสีมา,+66 81 870 1976,https://the-parichat-apartment.business.site/,,wlan,,,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5455401623
5466324421,บ้านบาส กทม,hostel,13.7906199,100.5854922,Bangkok,Thailand,ถนนสุทธิสารวินิจฉัย,,,,,,บาส,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5466324421
5487055423,Khaosan Station,guesthouse,13.7618463,100.4989278,Bangkok,Thailand,ถนนพระสุเมรุ,,,24/7,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5487055423
5490142522,Pura Vida Hostel Bangkok,hostel,13.7637157,100.4992531,Bangkok,Thailand,58 Samsen Rd. Khwaeng Ban Phan m,0813483158,http://www.puravidahostelbangkok.com,24/7,,,,,8,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5490142522
5638211323,บูมรำพา คอนโดเทล,apartment,13.7763372,100.5428792,Bangkok,Thailand,ถนนพหลโยธิน,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5638211323
5663256721,บ้านบางกอก,hostel,13.7634689,100.5002525,Bangkok,Thailand,Samsen Soi 4,"020458100, 0972415491",http://baanbangkokhostel.com,Mo-Su 07:00-00:00,wlan,,Bo,,10,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5663256721
5778512453,Mama Guesthouse,hostel,13.7594425,100.4969517,Bangkok,Thailand,ถนนรามบุตรี,+66973177896,,24/7,wlan,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5778512453
5930779695,Siam Golden Place,hostel,13.7301024,100.7335124,Bangkok,Thailand,MOTORWAY ROAD,,,,wlan,,+6621717499,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5930779695
5988761403,Banankhon Hostel,hostel,13.7550188,100.5007686,Bangkok,Thailand,15 Dinso Road,00654898077,https://m.facebook.com/BaankhonBangkok,,,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/5988761403
6007414854,Hush Hush Cabina,hostel,13.680974,100.6058121,Bangkok,Thailand,Sukhumvit 66/1,+66970027460,https://www.airbnb.com/rooms/16787156,,,,,,6,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6007414854
6050719528,Baanbangkok Chinatown,hostel,13.7414762,100.5148299,Bangkok,Thailand,ตรอกพันธจิตต์ 2,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6050719528
6068692491,คุ้ม ชอบธรรม,apartment,13.6181351,100.595582,Bangkok,Thailand,ซอยนาคสุนทร 11,023846399,,,,,คุณชาตรี วุฒิมานพ,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6068692491
6163747501,The Home BKK,hostel,13.7397086,100.5653441,Bangkok,Thailand,ซอยสุขุมวิท 23,,,Mo-Su 08:30-21:00,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6163747501
6204836901,A.M. Mansion,apartment,13.7266314,100.4990185,Bangkok,Thailand,ซอย วิเศษสรรค์ เจริญรัถ,+6624380110,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6204836901
6300429086,พี่โรงก็เล่น,apartment,13.7323306,100.572025,Bangkok,Thailand,สุขุมวิท ซอย 41,,http://www.phiromgarden.com,,,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6300429086
6342428485,SleepWith “ME”,hostel,13.7624519,100.503592,Bangkok,Thailand,ถนนประชาธิปไตย,+66 92 724 6963,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6342428485
6372366178,Rio Monte,apartment,13.6965404,100.5111803,Bangkok,Thailand,,"+6622921234, +6622920404",https://www.riomonte.com/,,,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6372366178
6430215185,ลุก​ โฮเทล​,hostel,13.7397976,100.5079092,Bangkok,Thailand,ซอยวานิช 1,0948933561,,24/7,wlan,,Earf Tuanwachat,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6430215185
6745303434,สำนักงานขาย เดอะเบลล่าคอนโด พระราม 2,apartment,13.663946,100.4296107,Bangkok,Thailand,ถนนบางขุนเทียน,,,,yes,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6745303434
6805673110,Makkasan Happy Home,hostel,13.7508779,100.5596902,Bangkok,Thailand,Petchaburi Road,+66 63 493 5391,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6805673110
6825175010,TANGO Vibrant Living Place,apartment,13.7538231,100.5427045,Bangkok,Thailand,Soi Ratchaprarop 8,,https://tangobkk.com/,,wlan,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6825175010
6952878385,Glass Lodge,hostel,13.7227703,100.5521766,Bangkok,Thailand,ถนนพระรามที่ 4,0846719661,,,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6952878385
6997798292,Long Klong Homestay 63 Moo 5 Bangkrui,hostel,13.8483819,100.4237893,Bangkok,Thailand,"Long Klong Homestay 63 Moo 5 Bangkrui, Srainoi road, T.Bang Lane, A.Bang Yai, Nonthaburi, Thailand","+66-616456229, +66-628293693, +66-616456229",,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/6997798292
7026591487,หลบศึกโฮสเทล,hostel,13.760756,100.5022145,Bangkok,Thailand,ถนนประชาธิปไตย,021154295,https://www.booking.com/hotel/th/lobsuek-hostel.html?lang=xu,24/7,wlan,,Jiramoth thanapanaphruekkul,,10,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7026591487
7041603070,Pop Art Hostel,hostel,13.7417007,100.5143148,Bangkok,Thailand,Soi Phantha Chit 2,+66826604290,https://www.facebook.com/PopArtHostelChinatown/,,wlan,,,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7041603070
7172114487,แฮปปี้สเตชั่น,hostel,13.7381732,100.5175833,Bangkok,Thailand,ถนนพระรามที่ 4,+66 85 800 6900,https://www.happystationbangkok.com,,wlan,,,,7,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7172114487
7200786887,Baan kachipan,guesthouse,13.7555745,100.5001447,Bangkok,Thailand,"31 Trok Silp, Dinso Road, Bawon Niwet Phra Nakhon, KhaoSan",+66 91 9821000,,,wlan,,,,4,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7200786887
7213883237,Prasuri,guesthouse,13.7580301,100.5025882,Bangkok,Thailand,,022801428,prasuri_gh_bkk@hotmail.com,,,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7213883237
7325758685,Meet Young Hostel,hostel,13.7223654,100.5360717,Bangkok,Thailand,,,,Mo-Su 07:00-22:00,wlan,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7325758685
7449298946,สุวัธชัย การ์เด้น,hostel,13.6047941,100.5973918,Bangkok,Thailand,ถนนสุขุมวิท ซอย 27/1,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7449298946
7487609185,สิริพัศอพาร์ทเม้นทร์,apartment,13.8001464,100.3150419,Bangkok,Thailand,ซ. สหพร ค. ศาลายา,,,,wlan,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7487609185
7896256785,คมพชร แมนชั่น,apartment,13.7713,100.6199073,Bangkok,Thailand,ซอยรามคำแหง 53,0814447070,,,,,,,3,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7896256785
7972689685,ยูดีไลท์ 2 แอท บางซื่อ สเตชั่น,apartment,13.8190191,100.5357462,Bangkok,Thailand,ถนนประชาชื่น,02 148 0600,,Mo-Sa 08:00-18:00,,,,,5,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7972689685
7998791285,คลิก 34 ลิฟวิ่ง,apartment,13.6886785,100.5295004,Bangkok,Thailand,ซอย​สาธุประดิษฐ์​ 34,022481230,https://www.click-34living.com/,Mo-Su 09:00-18:00,wlan,,,,9,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/7998791285
9143408913,Plum condo Chokchai4 (พลัมคอนโด โชคชัย4),apartment,13.81288,100.5961492,Bangkok,Thailand,ถนนโชคชัย 4,,,,yes,,,,2,1,UTC+7,visa-free 60d,https://www.openstreetmap.org/node/9143408913
